id,name,owner
1057300632,ECOGEN-MKPRED-01-NH3,device_Sc00354fgm23.secomea.com
1069150972,ECOGEN-MKPRED-02-NH3,device_Sc00354fgm23.secomea.com
1069153601,ECOGEN-MKPRED-01-CO2,device_Sc00354fgm23.secomea.com
1069160207,ECOGEN-MKPRED-02-CO2,device_Sc00354fgm23.secomea.com
1069740447,SERBOM - CEAGESP,device_351622079377087
1080211494,JSL-MG-CP-03_04,device_Sc002fa2gm23.secomea.com
1084823587,MK-PRED-JSL-MG-CP-02,device_Sc002fa2gm23.secomea.com
1084837429,MK-PRED-JSL-MG-CP-03,device_Sc002fa2gm23.secomea.com
1084837722,MK-PRED-JSL-MG-CP-04,device_Sc002fa2gm23.secomea.com
671093786077,COROAVES-MARINGA-CP-06,device_Sc00343agm23.secomea.com
251102183300,Gerador Mayekawa 2 #2,service_device-simulator
321102182450,Gerador Mayekawa 2 #3,service_device-simulator
111102183917,Gerador Mayekawa 2 #4,service_device-simulator
471102183301,Gerador Mayekawa 2 #5,service_device-simulator
201112039156,HEINEKEN-PONTA-GROSSA-USAT01-MKPRED-01,device_Sc003883gm23.secomea.com
931112799187,ECOGEN-RJ-CLP-CENTRAL,device_Sc00354fgm23.secomea.com
261113448939,HEINEKEN-PR-MKPRED-1-CO2,device_Sc003898gm23.secomea.com
611144715760,FRIMESA-CP01-P019,device_Sc00392agm23.secomea.com
701146573172,FRIMESA-CP02-P019,device_Sc00392agm23.secomea.com
201146574135,FRIMESA-CP04-P019,device_Sc00392agm23.secomea.com
641146571612,FRIMESA-CP05-P019,device_Sc00392agm23.secomea.com
401146571722,FRIMESA-CP06-P019,device_Sc00392agm23.secomea.com
911146572723,FRIMESA-CP08-P019,device_Sc00392agm23.secomea.com
321146572884,FRIMESA-CP09-P019,device_Sc00392agm23.secomea.com
961146576032,FRIMESA-CP10-P019,device_Sc00392agm23.secomea.com
741146577089,FRIMESA-CP12-P019,device_Sc00392agm23.secomea.com
791146577090,FRIMESA-CP13-P019,device_Sc00392agm23.secomea.com
911146586294,MK-PRED-01-PREDIO-19-FRIMESA,device_Sc00392agm23.secomea.com
361146585617,MK-PRED-02-PREDIO-19-FRIMESA,device_Sc00392agm23.secomea.com
201146586315,MK-PRED-04-PREDIO-19-FRIMESA,device_Sc00392agm23.secomea.com
851146590019,MK-PRED-05-PREDIO-19-FRIMESA,device_Sc00392agm23.secomea.com
641146588546,MK-PRED-08-PREDIO-19-FRIMESA,device_Sc00392agm23.secomea.com
831146588547,MK-PRED-09-PREDIO-19-FRIMESA,device_Sc00392agm23.secomea.com
811146589357,MK-PRED-10-PREDIO-19-FRIMESA,device_Sc00392agm23.secomea.com
301146590304,MK-PRED-12-PREDIO-19-FRIMESA,device_Sc00392agm23.secomea.com
531146590305,MK-PRED-13-PREDIO-19-FRIMESA,device_Sc00392agm23.secomea.com
451146593964,MK-PRED-06-PREDIO-19-FRIMESA,device_Sc00392agm23.secomea.com
631146591578,FRIMESA-CP01-P09,device_Sc00392bgm23.secomea.com
381150122788,FRIMESA-CP02-P09,device_Sc00392bgm23.secomea.com
361150125523,FRIMESA-CP03-P09,device_Sc00392bgm23.secomea.com
381150154942,FRIMESA-CP05-P09,device_Sc00392bgm23.secomea.com
611150154387,FRIMESA-CP13-P09,device_Sc00392bgm23.secomea.com
711150157698,FRIMESA-CP11-P09,device_Sc00392bgm23.secomea.com
631150160667,FRIMESA-CP14-P09,device_Sc00392bgm23.secomea.com
361150160677,FRIMESA-CP17-P09,device_Sc00392bgm23.secomea.com
491150159743,FRIMESA-CP19-P09,device_Sc00392bgm23.secomea.com
631151045979,UNILEVER-MG-MKPRED-01,device_Sc00230egm23.secomea.com
541151045984,UNILEVER-MG-MKPRED-02,device_Sc00230egm23.secomea.com
831151044997,UNILEVER-MG-CP-01,device_Sc00230egm23.secomea.com
101151042662,UNILEVER-MG-CP-02,device_Sc00230egm23.secomea.com
631152159052,MK-PRED-01-PREDIO-09-FRIMESA,device_Sc00392bgm23.secomea.com
941152159995,MK-PRED-02-PREDIO-09-FRIMESA,device_Sc00392bgm23.secomea.com
211152158581,MK-PRED-05-PREDIO-09-FRIMESA,device_Sc00392bgm23.secomea.com
501152158582,MK-PRED-13-PREDIO-09-FRIMESA,device_Sc00392bgm23.secomea.com
451152159460,MK-PRED-11-PREDIO-09-FRIMESA,device_Sc00392bgm23.secomea.com
561152159464,MK-PRED-14-PREDIO-09-FRIMESA,device_Sc00392bgm23.secomea.com
481152159465,MK-PRED-17-PREDIO-09-FRIMESA,device_Sc00392bgm23.secomea.com
291152162147,MK-PRED-19-PREDIO-09-FRIMESA,device_Sc00392bgm23.secomea.com
191159093203,COROAVES-MARINGA-CP-06 - MaxMin,service_device-simulator
891159210426,MK-PRED-03-PREDIO-09-FRIMESA,device_Sc00392bgm23.secomea.com
111164660020,NORSA-SANTO-AGOSTINHO-CP01 - MaxMin,service_device-simulator
911184992565,GAS-VERDE-RJ-CLP-CENTRAL,device_Sc00339cgm23.secomea.com
421200332957,FINI-JUNDIAI-SP-MKPRED-01,device_Sc0034dagm23.secomea.com
551200335118,FINI-JUNDIAI-SP-MKPRED-02,device_Sc0034dagm23.secomea.com
501200334463,FINI-JUNDIAI-SP-MKPRED-03,device_Sc0034dagm23.secomea.com
611200337306,FINI-JUNDIAI-SP-MKPRED-04,device_Sc0034dagm23.secomea.com
741200375444,FINI-JUNDIAI-SP-MKPRED-05,device_Sc0034dagm23.secomea.com
861204412614,FINI-JUNDIAI-SP-CP-01,device_Sc0034dagm23.secomea.com
231204419470,FINI-JUNDIAI-SP-CP-02,device_Sc0034dagm23.secomea.com
321204422978,FINI-JUNDIAI-SP-CP-03,device_Sc0034dagm23.secomea.com
861204422981,FINI-JUNDIAI-SP-CP-04,device_Sc0034dagm23.secomea.com
891204422984,FINI-JUNDIAI-SP-CP-05,device_Sc0034dagm23.secomea.com
631216191815,MYCORE-SUPERFRIO-BRASILIA-DF,device_Sc003c24gm23.secomea.com
581244909717,SODEBO,device_HMS-Flexy-1924-0122-24
611284292311,GAROTO VILA VELHA CAG 09,device_HMS-Flexy-1830-0083-21
591284474899,ALEGRA-CASTRO-PR-CP-07,device_Sc002b67gm23.secomea.com
401284488731,ALEGRA-MK-PRED-01,device_Sc002b67gm23.secomea.com
661284488732,ALEGRA-MK-PRED-02,device_Sc002b67gm23.secomea.com
341284490486,ALEGRA-MK-PRED-03,device_Sc002b67gm23.secomea.com
941284489780,ALEGRA-MK-PRED-04,device_Sc002b67gm23.secomea.com
551284489781,ALEGRA-MK-PRED-06,device_Sc002b67gm23.secomea.com
341284489783,ALEGRA-MK-PRED-07,device_Sc002b67gm23.secomea.com
741288505727,BRF-PONTA-GROSSA-MKPRED-01,device_Sc003e73gm23.secomea.com
331289302804,BRF-PONTA-GROSSA-MKPRED-02,device_Sc003e73gm23.secomea.com
521289304642,BRF-PONTA-GROSSA-MKPRED-03,device_Sc003e73gm23.secomea.com
511301901366,MICROLOGIX-LINHAS,device_Sc003ee5gm23.secomea.com
681301942574,REBIC-MYPROTOUCH-01,device_Sc003ee5gm23.secomea.com
401301951029,REBIC-MYPROTOUCH-02,device_Sc003ee5gm23.secomea.com
641301950241,REBIC-MYPROTOUCH-03,device_Sc003ee5gm23.secomea.com
481304022994,GAROTO VILA VELHA CAG 10,device_HMS-Flexy-1748-0125-21
891320048190,Nestlé Caçapava - Bomba de Calor,device_HMS-Flexy-2112-0074-21
751330081890,MKPRED-CHILE-TESTE,device_Sc003f72gm23.secomea.com
441331887217,BRF-LONDRINA-MKPRED-ANX-101,device_Sc003e9fgm23.secomea.com
131331893872,MYPRO-ANX-GBT-100,device_Sc003e9fgm23.secomea.com
371331908676,MYPRO-ANX-GBT-200,device_Sc003e9fgm23.secomea.com
871331907702,MYPRO-ANX-GBT-300,device_Sc003e9fgm23.secomea.com
271331907703,MYPRO-ANX-GBT-400,device_Sc003e9fgm23.secomea.com
951332578768,BRF-LONDRINA-MKPRED-ANX-102,device_Sc003e9fgm23.secomea.com
581332589586,BRF-LONDRINA-MKPRED-ANX-103,device_Sc003e9fgm23.secomea.com
371332600679,BRF-LONDRINA-MKPRED-ANX-201,device_Sc003e9fgm23.secomea.com
231332599812,BRF-LONDRINA-MKPRED-ANX-202,device_Sc003e9fgm23.secomea.com
311332601800,BRF-LONDRINA-MKPRED-ANX-203,device_Sc003e9fgm23.secomea.com
481332602377,BRF-LONDRINA-MKPRED-ANX-301,device_Sc003e9fgm23.secomea.com
991332599817,BRF-LONDRINA-MKPRED-ANX-302,device_Sc003e9fgm23.secomea.com
491332602378,BRF-LONDRINA-MKPRED-ANX-401,device_Sc003e9fgm23.secomea.com
581332602379,BRF-LONDRINA-MKPRED-ANX-402,device_Sc003e9fgm23.secomea.com
